STATION,route_id,hour,crowd
104 ST,J,10,96.0
104 ST,J,11,27.0
104 ST,J,12,24.0
104 ST,J,13,19.0
104 ST,J,14,34.0
104 ST,J,15,40.0
104 ST,J,16,9.0
104 ST,J,17,2.0
104 ST,J,18,34.0
104 ST,J,19,5.0
104 ST,J,20,2.0
104 ST,J,21,4.0
104 ST,J,22,2.0
104 ST,J,23,1.0
110 ST,6,0,10.0
110 ST,6,1,5.0
110 ST,6,2,1.0
110 ST,6,3,4.0
110 ST,6,4,22.0
110 ST,6,5,43.0
110 ST,6,6,156.0
110 ST,6,7,270.0
110 ST,6,8,383.0
110 ST,6,9,496.0
110 ST,6,10,64.0
110 ST,6,11,16.0
110 ST,6,12,21.0
110 ST,6,13,38.0
110 ST,6,14,69.0
110 ST,6,15,102.0
110 ST,6,16,106.0
110 ST,6,17,52.0
110 ST,6,18,59.0
110 ST,6,19,40.0
110 ST,6,20,26.0
110 ST,6,21,14.0
110 ST,6,22,12.0
110 ST,6,23,7.0
111 ST,7,0,0.0
111 ST,7,1,0.0
111 ST,7,2,2.0
111 ST,7,3,25.0
111 ST,7,4,69.0
111 ST,7,5,163.0
111 ST,7,6,150.0
111 ST,7,7,137.0
111 ST,7,8,124.0
111 ST,7,9,111.0
111 ST,7,10,19.0
111 ST,7,11,10.0
111 ST,7,12,8.0
111 ST,7,13,8.0
111 ST,7,14,12.0
111 ST,7,15,21.0
111 ST,7,16,11.0
111 ST,7,17,10.0
111 ST,7,18,11.0
111 ST,7,19,7.0
111 ST,7,20,4.0
111 ST,7,21,3.0
111 ST,7,22,2.0
111 ST,7,23,1.0
111 ST,A,0,2.0
111 ST,A,1,2.0
111 ST,A,2,1.0
111 ST,A,3,11.0
111 ST,A,4,60.0
111 ST,A,5,201.0
111 ST,A,6,193.0
111 ST,A,7,184.0
111 ST,A,8,176.0
111 ST,A,9,168.0
111 ST,A,10,246.0
111 ST,A,11,27.0
111 ST,A,12,22.0
111 ST,A,13,31.0
111 ST,A,14,45.0
111 ST,A,15,49.0
111 ST,A,16,51.0
111 ST,A,17,38.0
111 ST,A,18,39.0
111 ST,A,19,34.0
111 ST,A,20,21.0
111 ST,A,21,16.0
111 ST,A,22,10.0
111 ST,A,23,6.0
111 ST,J,0,1.0
111 ST,J,1,1.0
111 ST,J,2,1.0
111 ST,J,3,8.0
111 ST,J,4,42.0
111 ST,J,5,144.0
111 ST,J,6,233.0
111 ST,J,7,322.0
111 ST,J,8,412.0
111 ST,J,9,501.0
111 ST,J,10,92.0
111 ST,J,11,22.0
111 ST,J,12,19.0
111 ST,J,13,18.0
111 ST,J,14,29.0
111 ST,J,15,40.0
111 ST,J,16,9.0
111 ST,J,17,3.0
111 ST,J,18,32.0
111 ST,J,19,5.0
111 ST,J,20,3.0
111 ST,J,21,4.0
111 ST,J,22,2.0
111 ST,J,23,1.0
116 ST,2,0,2.0
116 ST,2,1,2.0
116 ST,2,2,1.0
116 ST,2,3,6.0
116 ST,2,4,32.0
116 ST,2,5,23.0
116 ST,2,6,168.0
116 ST,2,7,313.0
116 ST,2,8,458.0
116 ST,2,9,603.0
116 ST,2,10,201.0
116 ST,2,11,27.0
116 ST,2,12,24.0
116 ST,2,13,31.0
116 ST,2,14,43.0
116 ST,2,15,88.0
116 ST,2,16,61.0
116 ST,2,17,55.0
116 ST,2,18,60.0
116 ST,2,19,61.0
116 ST,2,20,23.0
116 ST,2,21,14.0
116 ST,2,22,9.0
116 ST,2,23,5.0
116 ST,3,0,1.0
116 ST,3,1,1.0
116 ST,3,2,0.0
116 ST,3,3,2.0
116 ST,3,4,25.0
116 ST,3,5,47.0
116 ST,3,6,70.0
116 ST,3,7,93.0
116 ST,3,8,115.0
116 ST,3,9,138.0
116 ST,3,10,19.0
116 ST,3,11,8.0
116 ST,3,12,8.0
116 ST,3,13,10.0
116 ST,3,14,11.0
116 ST,3,15,17.0
116 ST,3,16,17.0
116 ST,3,17,16.0
116 ST,3,18,17.0
116 ST,3,19,15.0
116 ST,3,20,9.0
116 ST,3,21,5.0
116 ST,3,22,3.0
116 ST,3,23,2.0
116 ST,6,0,8.0
116 ST,6,1,5.0
116 ST,6,2,1.0
116 ST,6,3,4.0
116 ST,6,4,24.0
116 ST,6,5,35.0
116 ST,6,6,156.0
116 ST,6,7,276.0
116 ST,6,8,396.0
116 ST,6,9,517.0
116 ST,6,10,62.0
116 ST,6,11,17.0
116 ST,6,12,21.0
116 ST,6,13,43.0
116 ST,6,14,67.0
116 ST,6,15,109.0
116 ST,6,16,106.0
116 ST,6,17,58.0
116 ST,6,18,59.0
116 ST,6,19,40.0
116 ST,6,20,27.0
116 ST,6,21,17.0
116 ST,6,22,12.0
116 ST,6,23,9.0
116 ST,B,0,3.0
116 ST,B,1,1.0
116 ST,B,2,50.0
116 ST,B,3,99.0
116 ST,B,4,148.0
116 ST,B,5,198.0
116 ST,B,6,247.0
116 ST,B,7,296.0
116 ST,B,8,345.0
116 ST,B,9,394.0
116 ST,B,10,48.0
116 ST,B,11,24.0
116 ST,B,12,24.0
116 ST,B,13,37.0
116 ST,B,14,51.0
116 ST,B,15,68.0
116 ST,B,16,78.0
116 ST,B,17,78.0
116 ST,B,18,83.0
116 ST,B,19,53.0
116 ST,B,20,33.0
116 ST,B,21,19.0
116 ST,B,22,9.0
116 ST,B,23,4.0
116 ST,C,0,3.0
116 ST,C,1,1.0
116 ST,C,2,1.0
116 ST,C,3,1.0
116 ST,C,4,15.0
116 ST,C,5,28.0
116 ST,C,6,42.0
116 ST,C,7,56.0
116 ST,C,8,69.0
116 ST,C,9,83.0
116 ST,C,10,26.0
116 ST,C,11,12.0
116 ST,C,12,18.0
116 ST,C,13,29.0
116 ST,C,14,58.0
116 ST,C,15,81.0
116 ST,C,16,36.0
116 ST,C,17,39.0
116 ST,C,18,54.0
116 ST,C,19,47.0
116 ST,C,20,22.0
116 ST,C,21,18.0
116 ST,C,22,6.0
116 ST,C,23,5.0
116 ST-COLUMBIA,1,0,4.0
116 ST-COLUMBIA,1,1,2.0
116 ST-COLUMBIA,1,2,0.0
116 ST-COLUMBIA,1,3,6.0
116 ST-COLUMBIA,1,4,34.0
116 ST-COLUMBIA,1,5,56.0
116 ST-COLUMBIA,1,6,146.0
116 ST-COLUMBIA,1,7,236.0
116 ST-COLUMBIA,1,8,327.0
116 ST-COLUMBIA,1,9,417.0
116 ST-COLUMBIA,1,10,63.0
116 ST-COLUMBIA,1,11,39.0
116 ST-COLUMBIA,1,12,27.0
116 ST-COLUMBIA,1,13,45.0
116 ST-COLUMBIA,1,14,70.0
116 ST-COLUMBIA,1,15,93.0
116 ST-COLUMBIA,1,16,94.0
116 ST-COLUMBIA,1,17,77.0
116 ST-COLUMBIA,1,18,80.0
116 ST-COLUMBIA,1,19,52.0
116 ST-COLUMBIA,1,20,31.0
116 ST-COLUMBIA,1,21,20.0
116 ST-COLUMBIA,1,22,11.0
116 ST-COLUMBIA,1,23,7.0
121 ST,J,0,1.0
121 ST,J,1,1.0
121 ST,J,2,1.0
121 ST,J,3,8.0
121 ST,J,4,41.0
121 ST,J,5,163.0
121 ST,J,6,244.0
121 ST,J,7,324.0
121 ST,J,8,404.0
121 ST,J,9,485.0
121 ST,J,10,94.0
121 ST,J,11,29.0
121 ST,J,12,23.0
121 ST,J,13,18.0
121 ST,J,14,26.0
121 ST,J,15,40.0
121 ST,J,16,11.0
121 ST,J,17,7.0
121 ST,J,18,38.0
121 ST,J,19,8.0
121 ST,J,20,3.0
121 ST,J,21,4.0
121 ST,J,22,2.0
121 ST,J,23,1.0
125 ST,1,0,4.0
125 ST,1,1,1.0
125 ST,1,2,0.0
125 ST,1,3,5.0
125 ST,1,4,32.0
125 ST,1,5,80.0
125 ST,1,6,199.0
125 ST,1,7,318.0
125 ST,1,8,436.0
125 ST,1,9,555.0
125 ST,1,10,59.0
125 ST,1,11,32.0
125 ST,1,12,28.0
125 ST,1,13,43.0
125 ST,1,14,57.0
125 ST,1,15,86.0
125 ST,1,16,84.0
125 ST,1,17,63.0
125 ST,1,18,58.0
125 ST,1,19,45.0
125 ST,1,20,27.0
125 ST,1,21,18.0
125 ST,1,22,10.0
125 ST,1,23,5.0
125 ST,2,0,2.0
125 ST,2,1,2.0
125 ST,2,2,1.0
125 ST,2,3,7.0
125 ST,2,4,28.0
125 ST,2,5,19.0
125 ST,2,6,13.0
125 ST,2,7,6.0
125 ST,2,8,0.0
125 ST,2,9,593.0
125 ST,2,10,162.0
125 ST,2,11,24.0
125 ST,2,12,23.0
125 ST,2,13,31.0
125 ST,2,14,52.0
125 ST,2,15,79.0
125 ST,2,16,65.0
125 ST,2,17,63.0
125 ST,2,18,68.0
125 ST,2,19,61.0
125 ST,2,20,24.0
125 ST,2,21,16.0
125 ST,2,22,9.0
125 ST,2,23,5.0
125 ST,3,0,1.0
125 ST,3,1,1.0
125 ST,3,2,0.0
125 ST,3,3,2.0
125 ST,3,4,16.0
125 ST,3,5,30.0
125 ST,3,6,44.0
125 ST,3,7,58.0
125 ST,3,8,72.0
125 ST,3,9,86.0
125 ST,3,10,10.0
125 ST,3,11,6.0
125 ST,3,12,6.0
125 ST,3,13,8.0
125 ST,3,14,9.0
125 ST,3,15,20.0
125 ST,3,16,16.0
125 ST,3,17,11.0
125 ST,3,18,13.0
125 ST,3,19,18.0
125 ST,3,20,8.0
125 ST,3,21,5.0
125 ST,3,22,3.0
125 ST,3,23,2.0
125 ST,4,0,4.0
125 ST,4,1,2.0
125 ST,4,2,1.0
125 ST,4,3,14.0
125 ST,4,4,49.0
125 ST,4,5,21.0
125 ST,4,6,14.0
125 ST,4,7,7.0
125 ST,4,8,0.0
125 ST,4,9,419.0
125 ST,4,10,75.0
125 ST,4,11,31.0
125 ST,4,12,38.0
125 ST,4,13,44.0
125 ST,4,14,53.0
125 ST,4,15,47.0
125 ST,4,16,61.0
125 ST,4,17,47.0
125 ST,4,18,39.0
125 ST,4,19,25.0
125 ST,4,20,14.0
125 ST,4,21,12.0
125 ST,4,22,10.0
125 ST,4,23,7.0
125 ST,5,0,4.0
125 ST,5,1,2.0
125 ST,5,2,0.0
125 ST,5,3,0.0
125 ST,5,4,124.0
125 ST,5,5,247.0
125 ST,5,6,371.0
125 ST,5,7,495.0
125 ST,5,8,618.0
125 ST,5,9,742.0
125 ST,5,10,54.0
125 ST,5,11,11.0
125 ST,5,12,11.0
125 ST,5,13,13.0
125 ST,5,14,21.0
125 ST,5,15,44.0
125 ST,5,16,31.0
125 ST,5,17,24.0
125 ST,5,18,26.0
125 ST,5,19,17.0
125 ST,5,20,9.0
125 ST,5,21,8.0
125 ST,5,22,5.0
125 ST,5,23,4.0
125 ST,6,0,9.0
125 ST,6,1,5.0
125 ST,6,2,1.0
125 ST,6,3,4.0
125 ST,6,4,24.0
125 ST,6,5,48.0
125 ST,6,6,32.0
125 ST,6,7,16.0
125 ST,6,8,0.0
125 ST,6,9,516.0
125 ST,6,10,62.0
125 ST,6,11,16.0
125 ST,6,12,18.0
125 ST,6,13,37.0
125 ST,6,14,64.0
125 ST,6,15,103.0
125 ST,6,16,93.0
125 ST,6,17,50.0
125 ST,6,18,58.0
125 ST,6,19,41.0
125 ST,6,20,25.0
125 ST,6,21,17.0
125 ST,6,22,11.0
125 ST,6,23,8.0
125 ST,A,0,3.0
125 ST,A,1,1.0
125 ST,A,2,1.0
125 ST,A,3,4.0
125 ST,A,4,16.0
125 ST,A,5,26.0
125 ST,A,6,51.0
125 ST,A,7,165.0
125 ST,A,8,280.0
125 ST,A,9,394.0
125 ST,A,10,276.0
125 ST,A,11,28.0
125 ST,A,12,21.0
125 ST,A,13,26.0
125 ST,A,14,31.0
125 ST,A,15,61.0
125 ST,A,16,50.0
125 ST,A,17,45.0
125 ST,A,18,42.0
125 ST,A,19,38.0
125 ST,A,20,19.0
125 ST,A,21,12.0
125 ST,A,22,8.0
125 ST,A,23,5.0
125 ST,B,0,3.0
125 ST,B,1,1.0
125 ST,B,2,1.0
125 ST,B,3,53.0
125 ST,B,4,106.0
125 ST,B,5,158.0
125 ST,B,6,211.0
125 ST,B,7,263.0
125 ST,B,8,316.0
125 ST,B,9,368.0
125 ST,B,10,45.0
125 ST,B,11,23.0
125 ST,B,12,24.0
125 ST,B,13,34.0
125 ST,B,14,45.0
125 ST,B,15,65.0
125 ST,B,16,75.0
125 ST,B,17,76.0
125 ST,B,18,82.0
125 ST,B,19,56.0
125 ST,B,20,34.0
125 ST,B,21,18.0
125 ST,B,22,11.0
125 ST,B,23,5.0
125 ST,C,0,3.0
125 ST,C,1,1.0
125 ST,C,2,1.0
125 ST,C,3,1.0
125 ST,C,4,11.0
125 ST,C,5,20.0
125 ST,C,6,30.0
125 ST,C,7,40.0
125 ST,C,8,49.0
125 ST,C,9,59.0
125 ST,C,10,21.0
125 ST,C,11,14.0
125 ST,C,12,18.0
125 ST,C,13,24.0
125 ST,C,14,54.0
125 ST,C,15,70.0
125 ST,C,16,37.0
125 ST,C,17,34.0
125 ST,C,18,52.0
125 ST,C,19,46.0
125 ST,C,20,19.0
125 ST,C,21,16.0
125 ST,C,22,6.0
125 ST,C,23,5.0
125 ST,D,0,3.0
125 ST,D,1,2.0
125 ST,D,2,2.0
125 ST,D,3,7.0
125 ST,D,4,20.0
125 ST,D,5,21.0
125 ST,D,6,147.0
125 ST,D,7,273.0
125 ST,D,8,399.0
125 ST,D,9,525.0
125 ST,D,10,476.0
125 ST,D,11,31.0
125 ST,D,12,21.0
125 ST,D,13,34.0
125 ST,D,14,49.0
125 ST,D,15,94.0
125 ST,D,16,62.0
125 ST,D,17,57.0
125 ST,D,18,58.0
125 ST,D,19,48.0
125 ST,D,20,27.0
125 ST,D,21,14.0
125 ST,D,22,6.0
125 ST,D,23,6.0
135 ST,2,0,2.0
135 ST,2,1,2.0
135 ST,2,2,1.0
135 ST,2,3,9.0
135 ST,2,4,35.0
135 ST,2,5,47.0
135 ST,2,6,31.0
135 ST,2,7,16.0
135 ST,2,8,0.0
135 ST,2,9,597.0
135 ST,2,10,201.0
135 ST,2,11,31.0
135 ST,2,12,29.0
135 ST,2,13,37.0
135 ST,2,14,57.0
135 ST,2,15,88.0
135 ST,2,16,70.0
135 ST,2,17,69.0
135 ST,2,18,72.0
135 ST,2,19,75.0
135 ST,2,20,26.0
135 ST,2,21,18.0
135 ST,2,22,11.0
135 ST,2,23,6.0
135 ST,3,0,1.0
135 ST,3,1,1.0
135 ST,3,2,0.0
135 ST,3,3,2.0
135 ST,3,4,21.0
135 ST,3,5,40.0
135 ST,3,6,59.0
135 ST,3,7,78.0
135 ST,3,8,97.0
135 ST,3,9,116.0
135 ST,3,10,15.0
135 ST,3,11,6.0
135 ST,3,12,5.0
135 ST,3,13,6.0
135 ST,3,14,7.0
135 ST,3,15,15.0
135 ST,3,16,12.0
135 ST,3,17,11.0
135 ST,3,18,12.0
135 ST,3,19,17.0
135 ST,3,20,6.0
135 ST,3,21,4.0
135 ST,3,22,2.0
135 ST,3,23,1.0
135 ST,B,0,2.0
135 ST,B,1,1.0
135 ST,B,2,1.0
135 ST,B,3,52.0
135 ST,B,4,102.0
135 ST,B,5,153.0
135 ST,B,6,203.0
135 ST,B,7,254.0
135 ST,B,8,304.0
135 ST,B,9,355.0
135 ST,B,10,49.0
135 ST,B,11,24.0
135 ST,B,12,25.0
135 ST,B,13,32.0
135 ST,B,14,44.0
135 ST,B,15,61.0
135 ST,B,16,70.0
135 ST,B,17,70.0
135 ST,B,18,80.0
135 ST,B,19,58.0
135 ST,B,20,33.0
135 ST,B,21,16.0
135 ST,B,22,10.0
135 ST,B,23,3.0
135 ST,C,0,2.0
135 ST,C,1,1.0
135 ST,C,2,1.0
135 ST,C,3,1.0
135 ST,C,4,11.0
135 ST,C,5,21.0
135 ST,C,6,32.0
135 ST,C,7,42.0
135 ST,C,8,52.0
135 ST,C,9,62.0
135 ST,C,10,21.0
135 ST,C,11,13.0
135 ST,C,12,19.0
135 ST,C,13,21.0
135 ST,C,14,52.0
135 ST,C,15,69.0
135 ST,C,16,34.0
135 ST,C,17,30.0
135 ST,C,18,44.0
135 ST,C,19,47.0
135 ST,C,20,18.0
135 ST,C,21,14.0
135 ST,C,22,5.0
135 ST,C,23,4.0
137 ST CITY COL,1,0,2.0
137 ST CITY COL,1,1,1.0
137 ST CITY COL,1,2,1.0
137 ST CITY COL,1,3,7.0
137 ST CITY COL,1,4,38.0
137 ST CITY COL,1,5,72.0
137 ST CITY COL,1,6,48.0
137 ST CITY COL,1,7,24.0
137 ST CITY COL,1,8,0.0
137 ST CITY COL,1,9,459.0
137 ST CITY COL,1,10,68.0
137 ST CITY COL,1,11,37.0
137 ST CITY COL,1,12,27.0
137 ST CITY COL,1,13,38.0
137 ST CITY COL,1,14,51.0
137 ST CITY COL,1,15,77.0
137 ST CITY COL,1,16,74.0
137 ST CITY COL,1,17,65.0
137 ST CITY COL,1,18,61.0
137 ST CITY COL,1,19,42.0
137 ST CITY COL,1,20,22.0
137 ST CITY COL,1,21,15.0
137 ST CITY COL,1,22,9.0
137 ST CITY COL,1,23,4.0
138/GRAND CONC,4,0,4.0
138/GRAND CONC,4,1,3.0
138/GRAND CONC,4,2,1.0
138/GRAND CONC,4,3,10.0
138/GRAND CONC,4,4,40.0
138/GRAND CONC,4,5,5.0
138/GRAND CONC,4,6,85.0
138/GRAND CONC,4,7,166.0
138/GRAND CONC,4,8,246.0
138/GRAND CONC,4,9,326.0
138/GRAND CONC,4,10,76.0
138/GRAND CONC,4,11,10.0
138/GRAND CONC,4,12,27.0
138/GRAND CONC,4,13,39.0
138/GRAND CONC,4,14,49.0
138/GRAND CONC,4,15,42.0
138/GRAND CONC,4,16,54.0
138/GRAND CONC,4,17,49.0
138/GRAND CONC,4,18,43.0
138/GRAND CONC,4,19,27.0
138/GRAND CONC,4,20,15.0
138/GRAND CONC,4,21,12.0
138/GRAND CONC,4,22,9.0
138/GRAND CONC,4,23,7.0
138/GRAND CONC,5,0,4.0
138/GRAND CONC,5,1,3.0
138/GRAND CONC,5,2,0.0
138/GRAND CONC,5,3,0.0
138/GRAND CONC,5,4,118.0
138/GRAND CONC,5,5,235.0
138/GRAND CONC,5,6,352.0
138/GRAND CONC,5,7,470.0
138/GRAND CONC,5,8,588.0
138/GRAND CONC,5,9,705.0
138/GRAND CONC,5,10,27.0
138/GRAND CONC,5,11,12.0
138/GRAND CONC,5,12,10.0
138/GRAND CONC,5,13,13.0
138/GRAND CONC,5,14,24.0
138/GRAND CONC,5,15,43.0
138/GRAND CONC,5,16,35.0
138/GRAND CONC,5,17,28.0
138/GRAND CONC,5,18,37.0
138/GRAND CONC,5,19,22.0
138/GRAND CONC,5,20,11.0
138/GRAND CONC,5,21,9.0
138/GRAND CONC,5,22,5.0
138/GRAND CONC,5,23,3.0
14 ST,1,0,3.0
14 ST,1,1,1.0
14 ST,1,2,1.0
14 ST,1,3,2.0
14 ST,1,4,6.0
14 ST,1,5,31.0
14 ST,1,6,117.0
14 ST,1,7,202.0
14 ST,1,8,288.0
14 ST,1,9,374.0
14 ST,1,10,51.0
14 ST,1,11,15.0
14 ST,1,12,15.0
14 ST,1,13,24.0
14 ST,1,14,48.0
14 ST,1,15,58.0
14 ST,1,16,62.0
14 ST,1,17,52.0
14 ST,1,18,51.0
14 ST,1,19,29.0
14 ST,1,20,20.0
14 ST,1,21,10.0
14 ST,1,22,7.0
14 ST,1,23,6.0
14 ST,2,0,3.0
14 ST,2,1,2.0
14 ST,2,2,1.0
14 ST,2,3,4.0
14 ST,2,4,10.0
14 ST,2,5,27.0
14 ST,2,6,91.0
14 ST,2,7,156.0
14 ST,2,8,220.0
14 ST,2,9,284.0
14 ST,2,10,317.0
14 ST,2,11,18.0
14 ST,2,12,19.0
14 ST,2,13,21.0
14 ST,2,14,33.0
14 ST,2,15,78.0
14 ST,2,16,49.0
14 ST,2,17,47.0
14 ST,2,18,53.0
14 ST,2,19,49.0
14 ST,2,20,22.0
14 ST,2,21,12.0
14 ST,2,22,7.0
14 ST,2,23,6.0
14 ST,3,0,4.0
14 ST,3,1,1.0
14 ST,3,2,1.0
14 ST,3,3,2.0
14 ST,3,4,1.0
14 ST,3,5,51.0
14 ST,3,6,101.0
14 ST,3,7,151.0
14 ST,3,8,201.0
14 ST,3,9,251.0
14 ST,3,10,38.0
14 ST,3,11,26.0
14 ST,3,12,22.0
14 ST,3,13,25.0
14 ST,3,14,34.0
14 ST,3,15,53.0
14 ST,3,16,49.0
14 ST,3,17,47.0
14 ST,3,18,54.0
14 ST,3,19,37.0
14 ST,3,20,25.0
14 ST,3,21,13.0
14 ST,3,22,8.0
14 ST,3,23,6.0
14 ST,A,0,4.0
14 ST,A,1,1.0
14 ST,A,2,1.0
14 ST,A,3,4.0
14 ST,A,4,9.0
14 ST,A,5,28.0
14 ST,A,6,39.0
14 ST,A,7,49.0
14 ST,A,8,60.0
14 ST,A,9,562.0
14 ST,A,10,181.0
14 ST,A,11,25.0
14 ST,A,12,22.0
14 ST,A,13,32.0
14 ST,A,14,44.0
14 ST,A,15,72.0
14 ST,A,16,53.0
14 ST,A,17,53.0
14 ST,A,18,55.0
14 ST,A,19,41.0
14 ST,A,20,24.0
14 ST,A,21,16.0
14 ST,A,22,10.0
14 ST,A,23,7.0
14 ST,C,0,3.0
14 ST,C,1,1.0
14 ST,C,2,1.0
14 ST,C,3,1.0
14 ST,C,4,6.0
14 ST,C,5,11.0
14 ST,C,6,16.0
14 ST,C,7,20.0
14 ST,C,8,25.0
14 ST,C,9,30.0
14 ST,C,10,35.0
14 ST,C,11,21.0
14 ST,C,12,27.0
14 ST,C,13,38.0
14 ST,C,14,60.0
14 ST,C,15,107.0
14 ST,C,16,55.0
14 ST,C,17,51.0
14 ST,C,18,88.0
14 ST,C,19,50.0
14 ST,C,20,28.0
14 ST,C,21,20.0
14 ST,C,22,11.0
14 ST,C,23,7.0
14 ST,E,0,4.0
14 ST,E,1,1.0
14 ST,E,2,1.0
14 ST,E,3,2.0
14 ST,E,4,4.0
14 ST,E,5,30.0
14 ST,E,6,67.0
14 ST,E,7,104.0
14 ST,E,8,140.0
14 ST,E,9,177.0
14 ST,E,10,24.0
14 ST,E,11,14.0
14 ST,E,12,14.0
14 ST,E,13,22.0
14 ST,E,14,42.0
14 ST,E,15,39.0
14 ST,E,16,40.0
14 ST,E,17,42.0
14 ST,E,18,47.0
14 ST,E,19,29.0
14 ST,E,20,16.0
14 ST,E,21,11.0
14 ST,E,22,7.0
14 ST,E,23,5.0
14 ST,F,0,5.0
14 ST,F,1,1.0
14 ST,F,2,1.0
14 ST,F,3,1.0
14 ST,F,4,1.0
14 ST,F,5,83.0
14 ST,F,6,165.0
14 ST,F,7,247.0
14 ST,F,8,329.0
14 ST,F,9,411.0
14 ST,F,10,102.0
14 ST,F,11,18.0
14 ST,F,12,26.0
14 ST,F,13,42.0
14 ST,F,14,53.0
14 ST,F,15,121.0
14 ST,F,16,75.0
14 ST,F,17,72.0
14 ST,F,18,92.0
14 ST,F,19,68.0
14 ST,F,20,32.0
14 ST,F,21,18.0
14 ST,F,22,11.0
14 ST,F,23,8.0
14 ST,M,0,3.0
14 ST,M,1,2.0
14 ST,M,2,84.0
14 ST,M,3,167.0
14 ST,M,4,249.0
14 ST,M,5,332.0
14 ST,M,6,414.0
14 ST,M,7,496.0
14 ST,M,8,579.0
14 ST,M,9,661.0
14 ST,M,10,55.0
14 ST,M,11,29.0
14 ST,M,12,30.0
14 ST,M,13,39.0
